Obs;LEERLAANT_TOTAAL;FTE_1;FTE_2;FTE_34;FTE_TOTAAL;FTE_BEDRAG_1;FTE_BEDRAG_2;FTE_BEDRAG_34;GEWPERC_VROUW_1;GEWPERC_VROUW_2;GEWPERC_VROUW_34;GEWGEM_LEEFTIJD_1;GEWGEM_LEEFTIJD_2;GEWGEM_LEEFTIJD_34;GEWPERC_DEELTIJD_1;GEWPERC_DEELTIJD_2;GEWPERC_DEELTIJD_34;GEWGEM_ERVARING_1;GEWGEM_ERVARING_2;GEWGEM_ERVARING_34;TOTALE_KOSTEN;KOST_DIRECTIE_JAAR;KOST_ONDERWIJZEND_JAAR;KOST_ONDERSTEUNING_JAAR;MAT_KOSTEN2;WMAN;WOP;WOND;PIG;ID_NUMMER;JAAR;REGIO;CATEGORIE;AANTALBRINSPERBG;TOT_LASTEN;AANTALVESTIGINGENPERBRIN;PERC_DEELTIJD;INNOV1;INNOV2;INNOV3;INNOV4;INNOV5;PERC_STED;TRADITIONEELBELEID;SLAGINGSPERCENTAGE;CONCURRENTIE;AGGR_RENDEMENT;INNOV_TOTAAL;APCG;CE;AANDEEL_AUTOCHTOON;AANDEEL_ONBEKEND;AANDEEL_NIETWESTALLOCHANTIL;AANDEEL_NIETWESTALLOCHSURINAAMS;AANDEEL_NIETWESTALLOCHTURKS;AANDEEL_OVERIGNIETWESTALLOCHTOON;AANDEEL_WESTERSALLOCHTOON;AANDEEL_OPGETELD;KOST111;KOST222;KOST333444;CE_VMBO;CE_HAVO;CE_VWO;DRBA1;DRBA2;DRBA3;DRBA4;DRBA5;DRBA6;DRBA7;DRBA8;DRBA9;DRBA10;DRBA11;DRBA12;DRBA13;DRBA14;DRBA15;DRBA16;DRBA17;DRBA18;JAAR_mean;N_BREAK
1175,0000;2346,0000;7,4299;164,3193;15,1602;186,9094;39200,9141;523154,8396;17018,9852;0,3458;0,4393;0,7284;52,4142;41,1127;43,8589;0,0034;0,2115;0,7324;19,7615;9,9517;2,1949;13881459,9579;716476,8716;9561724,5525;311056,7592;2981145,0153;82403,4767;74814,4024;16832,3656;1,8222;231,0000;2007,0000;11,0000;7,0000;1,0000;14245304,3452;1,0000;0,2255;7,0000;23,0000;19,0000;12,0000;6,0000;0,7938;1,0000;0,9738;0,2813;0,8505;67,0000;0,0557;63,6767;0,8508;0,0000;0,0166;0,0248;0,0198;0,0439;0,0442;1,0000;96431,9915;58189,8907;20518,0241;63,5962;63,6429;63,8205;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1193,0000;1257,0000;12,9456;106,1206;14,0871;133,1533;62989,5008;381086,6770;12790,3484;0,1683;0,3289;0,5791;53,7611;49,0534;48,2189;0,0113;0,1309;0,3057;22,5911;16,8083;4,9169;9459816,5186;1070210,0493;6474774,1534;217311,7625;1480208,7909;75483,6210;72761,6682;16051,7808;1,7037;235,0000;2007,0000;13,0000;7,0000;6,0000;9595214,5502;2,0000;0,1348;1,0000;11,0000;13,0000;6,0000;3,0000;0,0270;1,0000;0,9707;0,6282;0,7717;34,0000;0,1766;61,4222;0,7939;0,0000;0,0213;0,0259;0,0186;0,0659;0,0743;1,0000;82669,6485;61013,3508;15426,3333;62,3469;63,3529;59,2885;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1229,0000;2219,0000;8,6766;158,7461;42,7359;210,1585;40244,9768;529546,1728;52107,6342;0,1246;0,4047;0,5498;53,1158;43,8001;42,9664;0,0000;0,1917;0,4092;19,0933;12,8839;2,6315;15490944,4444;800258,6994;10529859,0191;1036143,9103;2088538,9053;77533,9341;75312,3874;16873,4239;1,6654;244,0000;2007,0000;17,0000;6,0000;31,0000;15037921,6427;2,0000;0,2306;12,0000;19,0000;16,0000;13,0000;7,0000;0,0000;0,0000;0,9955;0,6107;0,9009;67,0000;0,0233;65,4127;0,8715;0,0005;0,0019;0,0047;0,0099;0,0491;0,0624;1,0000;92231,7209;66331,4649;24245,3021;66,2697;64,4468;64,8302;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;2004,5000;6,0000
1241,0000;1394,0000;10,1510;115,4791;22,2341;147,8642;46494,3427;382920,2401;25479,0865;0,1674;0,4515;0,5423;49,9745;43,0309;44,4147;0,0033;0,3673;0,2863;14,6144;9,5254;2,4686;22882717,9508;1879580,2030;15479932,8404;1030017,4991;3463169,9092;90013,1073;84017,4416;19010,3443;1,8414;247,0000;2007,0000;1,0000;7,0000;6,0000;22170763,9332;3,0000;0,3291;6,0000;20,0000;15,0000;10,0000;7,0000;0,7316;1,0000;0,9695;0,1101;0,7773;58,0000;8,7242;60,5287;0,6662;0,0039;0,0521;0,0755;0,0345;0,0848;0,0829;1,0000;185162,7400;134049,6372;46325,9714;60,9167;62,7105;58,1622;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1247,0000;1436,0000;6,1716;126,8079;9,6369;142,6164;33822,7932;437987,2059;21861,2710;0,3267;0,3028;0,3457;52,1933;46,5269;47,9368;0,0000;0,2089;0,3003;21,4600;14,0427;3,5973;10118232,6252;546089,6770;7071571,2430;352963,5875;1794644,5301;77233,1566;72764,3523;16165,2265;1,7971;249,0000;2007,0000;2,0000;7,0000;1,0000;9942531,2720;2,0000;0,2037;3,0000;21,0000;13,0000;6,0000;7,0000;0,0659;1,0000;0,9500;0,6466;0,8193;50,0000;0,0032;62,2781;0,7947;0,0059;0,0175;0,0396;0,0122;0,0510;0,0791;1,0000;88484,4089;55766,0209;36626,3430;59,8061;62,1333;67,9318;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1253,0000;2601,0000;7,3933;192,1492;17,6143;217,1569;45440,0974;649098,2820;17811,1705;0,3096;0,4317;0,5174;51,5746;44,7386;45,9408;0,0119;0,2707;0,2157;9,4241;12,4164;2,9059;15900955,1825;821512,9120;11735067,7097;322008,6967;2700357,1674;77233,1566;72764,3523;16165,2265;1,8170;250,0000;2007,0000;2,0000;7,0000;2,0000;16057950,3475;4,0000;0,2566;4,0000;20,0000;7,0000;8,0000;1,0000;0,2934;1,0000;0,9239;0,2338;0,7742;40,0000;0,5497;63,9703;0,7947;0,0027;0,0187;0,0166;0,0428;0,0601;0,0643;1,0000;111115,4396;61072,6891;18281,0572;62,6517;65,5714;64,4561;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1259,0000;741,0000;7,9000;71,5383;25,9893;105,4276;37891,7000;238027,4844;24190,8810;0,1513;0,3428;0,2937;51,4027;45,3325;45,5331;0,0000;0,4340;0,1772;13,5211;13,3855;2,3416;7581075,4198;796556,2971;5003794,8034;508538,7731;763646,7730;82437,6443;75800,1749;16802,7336;1,6129;251,0000;2007,0000;6,0000;8,0000;6,0000;7290627,5346;1,0000;0,3396;7,0000;18,0000;14,0000;10,0000;5,0000;0,8076;0,0000;0,8843;0,0621;0,8187;54,0000;2,6524;64,2661;0,7166;0,0074;0,0443;0,0314;0,0454;0,0834;0,0714;1,0000;100829,9110;69945,6767;19567,2363;#NULL!;62,8421;65,4776;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1283,0000;3378,0000;13,3639;280,3988;58,8320;352,5947;62270,2809;957260,7046;55639,0398;0,0000;0,3435;0,4383;51,4126;45,8234;46,9166;0,0000;0,2631;0,3834;16,0988;13,0705;3,0721;23878012,4022;1084545,7067;16672367,1752;969051,0595;4182997,4014;78424,9292;74204,4333;17063,2872;1,7431;256,0000;2007,0000;8,0000;7,0000;4,0000;24067798,0345;4,0000;0,2677;2,0000;12,0000;17,0000;6,0000;4,0000;0,7535;1,0000;0,9156;0,1438;0,8337;41,0000;1,3261;63,2270;0,7244;0,0077;0,0319;0,0183;0,0461;0,0851;0,0864;1,0000;81155,1783;59459,4796;16471,4961;62,5256;62,1034;64,5299;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1319,0000;1026,0000;6,4598;71,3671;17,5431;95,3700;31705,9580;248378,4544;14911,7749;0,2500;0,3684;0,7020;52,7500;45,7429;47,9675;0,0000;0,2196;0,6412;24,2500;14,4755;3,4679;6746384,7621;582083,2824;4559929,8990;273762,2642;1056847,0524;76896,9881;75031,0540;16396,1541;1,8481;264,0000;2007,0000;15,0000;7,0000;4,0000;7023620,1321;1,0000;0,2637;8,0000;22,0000;18,0000;10,0000;5,0000;0,5599;0,0000;0,9216;0,0587;0,8169;63,0000;2,6524;65,7132;0,7721;0,0000;0,0270;0,0341;0,0483;0,0505;0,0680;1,0000;90108,0409;63894,0206;15605,1432;64,6364;63,9444;67,3906;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1337,0000;2345,0000;9,4244;196,2007;12,2132;217,8383;47236,9851;666385,0203;12961,1642;0,0599;0,3714;0,5794;50,1151;45,2402;43,7756;0,0359;0,2715;0,5714;15,8231;12,8095;2,9185;15984158,9554;864711,7438;12198724,2015;237264,7386;2446193,5328;82437,6443;75800,1749;16802,7336;1,8140;267,0000;2007,0000;6,0000;7,0000;4,0000;16423058,7887;2,0000;0,2774;4,0000;9,0000;13,0000;7,0000;4,0000;0,0000;1,0000;0,9756;0,2263;0,8629;37,0000;0,0201;63,5204;0,8003;0,0067;0,0110;0,0089;0,0714;0,0323;0,0696;1,0000;91752,5190;62174,7332;19426,8809;63,0909;65,4737;62,9583;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1361,0000;494,0000;2,0000;27,3683;6,9613;36,3296;9076,7500;90906,5140;6750,4423;0,5000;0,3353;0,1739;57,5000;42,0360;27,2178;0,0000;0,4496;0,1739;8,5000;10,8413;1,8490;2877589,1392;181136,7916;1814142,0971;134712,6958;612884,8589;77233,1566;72764,3523;16165,2265;1,7618;271,0000;2007,0000;2,0000;10,0000;3,0000;2903887,3080;1,0000;0,4044;6,0000;14,0000;12,0000;8,0000;4,0000;0,6433;1,0000;0,9412;0,1083;0,8550;44,0000;2,6524;67,2432;0,8659;0,0062;0,0000;0,0062;0,0123;0,0402;0,0691;1,0000;90568,3958;66286,3485;19351,6578;#NULL!;#NULL!;67,2432;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1385,0000;598,0000;4,6321;35,4969;5,8351;45,9641;12498,6744;131746,5603;7393,1072;0,2997;0,4251;0,3594;50,2445;45,5588;36,3143;0,1572;0,4394;0,2173;14,5293;10,6171;3,0871;3946680,9776;233005,1315;2456070,4360;137825,1705;981955,0690;78424,9292;74204,4333;17063,2872;1,6679;280,0000;2007,0000;8,0000;10,0000;4,0000;4079482,5443;1,0000;0,3863;6,0000;16,0000;13,0000;10,0000;5,0000;0,8067;1,0000;0,9756;0,0347;0,9455;50,0000;2,6524;66,4833;0,8025;0,0000;0,0161;0,0213;0,0232;0,0376;0,0993;1,0000;50302,4579;69191,2097;23619,8382;#NULL!;#NULL!;66,4833;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1391,0000;941,0000;5,4008;77,6086;12,1904;95,1998;26658,0761;270857,1457;9813,1808;0,0000;0,4324;0,6051;47,1852;47,1934;42,7385;0,0000;0,2228;0,4435;18,2324;15,2393;3,0111;6443993,1807;470303,1867;4778476,0730;173124,6535;848964,6141;82403,4767;74814,4024;16832,3656;1,7441;284,0000;2007,0000;11,0000;7,0000;1,0000;6502829,2495;2,0000;0,2378;6,0000;18,0000;18,0000;8,0000;6,0000;0,0000;1,0000;0,9895;0,8204;0,9075;56,0000;0,0011;67,0968;0,8338;0,0014;0,0205;0,0028;0,0083;0,0575;0,0758;1,0000;87079,6913;61571,5156;14201,7053;68,6667;64,8269;67,7755;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1397,0000;942,0000;8,9088;61,5384;6,1054;76,5527;38940,5329;209455,3705;6980,0479;0,2667;0,3886;0,1902;52,6536;44,8599;23,2946;0,0000;0,2073;0,1106;8,1796;7,6484;1,6778;5533096,4025;630306,1682;3390323,7121;112981,6903;1286503,1415;80492,2730;74679,6110;16539,8617;1,6756;285,0000;2007,0000;14,0000;7,0000;1,0000;5551407,2859;1,0000;0,1843;3,0000;9,0000;8,0000;5,0000;2,0000;0,0405;1,0000;0,9576;1,1241;0,8131;27,0000;0,0522;63,2308;0,8281;0,0000;0,0040;0,0104;0,0025;0,1002;0,0549;1,0000;70750,6564;55092,7709;18505,1710;64,8710;62,3529;62,6923;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1409,0000;1569,0000;9,4474;120,8690;15,2253;145,5417;47515,2810;426452,5210;16106,7932;0,0248;0,2719;0,6415;56,6538;48,7195;46,2185;0,0000;0,1455;0,4140;24,1593;15,8129;3,2136;11219821,3782;906686,2144;8137563,6117;307349,6995;1560872,1531;75483,6210;72761,6682;16051,7808;1,6821;288,0000;2007,0000;13,0000;7,0000;1,0000;11105993,4801;2,0000;0,1486;4,0000;2,0000;3,0000;0,0000;1,0000;0,2611;1,0000;0,9495;0,4163;0,7380;10,0000;0,0689;64,8583;0,8405;0,0000;0,0077;0,0321;0,0059;0,0502;0,0636;1,0000;95971,8188;67325,4783;20186,7807;65,7609;62,4286;66,4103;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1419,0000;870,0000;3,9667;93,5606;19,0474;116,5746;18561,6088;316305,8074;18179,8389;0,2673;0,3805;0,4906;50,2739;46,8116;46,1185;0,1196;0,2633;0,2911;21,1343;12,4736;2,6214;8072198,2971;362604,1425;6179087,0142;355146,2028;820214,7349;74944,8176;68029,2875;14653,0916;1,6751;290,0000;2007,0000;18,0000;7,0000;5,0000;7885374,1696;2,0000;0,2539;5,0000;18,0000;20,0000;11,0000;4,0000;0,4061;1,0000;0,9417;0,3687;0,8206;58,0000;9,0024;64,0210;0,5282;0,0233;0,0493;0,0313;0,1220;0,0867;0,1592;1,0000;91413,1931;66043,6873;18645,3907;65,3404;64,5208;62,2292;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;2004,5000;6,0000
1437,0000;1350,0000;4,3558;126,1893;18,1604;148,7056;10259,5857;429339,7076;20485,0433;0,0000;0,4221;0,5302;56,7500;44,5387;45,6473;0,0000;0,2048;0,3685;20,7000;12,0337;2,9032;10575220,1108;192454,8142;8053784,6312;384269,4355;1560441,7944;81272,5159;75963,1277;17742,6778;1,7841;294,0000;2007,0000;4,0000;6,0000;2,0000;10586848,3409;2,0000;0,2053;4,0000;13,0000;14,0000;5,0000;5,0000;0,0603;1,0000;0,9450;0,2263;0,8237;41,0000;0,0837;64,3987;0,8191;0,0030;0,0091;0,0139;0,0312;0,0601;0,0636;1,0000;44183,2929;63823,0174;21159,7109;65,9216;63,9773;63,3793;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1479,0000;1616,0000;4,0000;122,4864;25,5116;151,9981;19112,2500;401127,3631;23615,2594;0,2583;0,3379;0,4684;55,3750;45,1358;47,6388;0,0000;0,1685;0,3976;21,1417;12,6356;2,7640;11070380,2965;387970,6204;8142716,4217;479379,8129;1580933,6286;74944,8176;68029,2875;14653,0916;1,7649;303,0000;2007,0000;18,0000;7,0000;5,0000;10915373,8544;2,0000;0,1977;7,0000;15,0000;10,0000;2,0000;2,0000;0,0000;0,0000;0,9713;0,2263;0,8383;36,0000;0,0340;63,6667;0,7945;0,0083;0,0008;0,0062;0,0035;0,0447;0,1419;1,0000;96992,6551;66478,5108;18790,6240;63,3000;64,2432;63,6842;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;2004,5000;6,0000
1491,0000;4294,0000;39,6756;372,1948;66,6013;478,4717;191145,4141;1249745,0481;62244,2947;0,1549;0,4246;0,5587;50,3745;41,8023;44,7176;0,0149;0,1829;0,4355;19,5448;9,3859;2,4616;30415692,2613;2931705,5781;19168048,2976;954676,0344;6406586,3167;75483,6210;72761,6682;16051,7808;1,8740;306,0000;2007,0000;13,0000;7,0000;10,0000;30596619,2395;6,0000;0,1913;12,0000;25,0000;14,0000;9,0000;8,0000;0,9131;1,0000;0,9283;0,0342;0,7067;68,0000;12,0583;62,1393;0,5475;0,0006;0,0451;0,1142;0,1298;0,0907;0,0721;1,0000;73891,9618;51500,0430;14334,1952;60,5964;63,0900;63,7500;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1503,0000;1835,0000;5,9278;144,1369;25,7006;175,7653;29363,6070;492649,7936;24895,9321;0,2690;0,3333;0,6340;56,1464;44,6046;48,2522;0,0000;0,1600;0,5757;25,9429;15,3735;3,0619;11562237,5584;524686,8407;8802967,0124;444855,7003;1344872,3048;75483,6210;72761,6682;16051,7808;1,6057;309,0000;2007,0000;13,0000;7,0000;1,0000;11574651,3713;2,0000;0,1896;2,0000;12,0000;16,0000;8,0000;3,0000;0,6506;1,0000;0,9580;0,6369;0,8749;41,0000;0,3342;66,8409;0,8298;0,0000;0,0203;0,0146;0,0158;0,0492;0,0702;1,0000;88512,8421;61073,6443;17309,1732;64,8333;67,6829;68,8378;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1527,0000;1352,0000;5,1758;83,3142;17,2652;105,7551;20371,7625;307986,8674;15364,8670;0,0000;0,3146;0,5443;50,7300;45,0856;47,5142;0,0000;0,2532;0,5321;16,0600;14,2742;3,4671;7913673,7643;370259,5179;5597702,6557;279258,5198;1387194,5511;76896,9881;75031,0540;16396,1541;1,8635;313,0000;2007,0000;15,0000;9,0000;4,0000;8333646,8916;1,0000;0,2616;4,0000;9,0000;10,0000;5,0000;4,0000;0,5599;1,0000;0,9910;0,0587;0,8741;32,0000;2,6524;64,9913;0,8520;0,0105;0,0128;0,0136;0,0021;0,0340;0,0750;1,0000;71537,3283;67187,8767;16174,6752;#NULL!;67,3600;63,1692;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1551,0000;1342,0000;3,7500;87,2505;12,9213;103,9218;18176,7500;281650,3798;12860,3055;0,0000;0,3735;0,5119;47,6250;40,7807;43,1515;0,0000;0,1648;0,4642;19,7500;9,7217;2,3607;9221421,4320;437476,8747;6778743,6086;309521,0235;1386158,9018;74944,8176;68029,2875;14653,0916;1,7363;317,0000;2007,0000;18,0000;8,0000;17,0000;9273933,8127;1,0000;0,1790;3,0000;12,0000;6,0000;2,0000;4,0000;0,5443;1,0000;0,9472;0,1105;0,7800;27,0000;2,6524;63,0111;0,8161;0,0026;0,0074;0,0132;0,0216;0,0366;0,1025;1,0000;116660,4999;77692,8913;23954,3253;63,4545;62,6000;63,3077;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;2004,5000;6,0000
1575,0000;1633,0000;4,2402;129,6390;24,6030;158,4822;13410,5017;410234,0940;28189,7380;0,0000;0,3850;0,5732;49,8927;42,7579;48,3019;0,0000;0,3781;0,4535;13,2838;7,6814;3,7823;11201189,3573;255471,2178;7814994,9665;537016,9470;2056689,2789;83087,6455;78046,4358;17866,7317;1,8659;321,0000;2007,0000;12,0000;7,0000;1,0000;11056738,0505;3,0000;0,3689;9,0000;21,0000;11,0000;9,0000;7,0000;0,9103;1,0000;0,9306;0,0211;0,8399;57,0000;2,6524;62,6534;0,7554;0,0037;0,0260;0,0231;0,0085;0,0534;0,1299;1,0000;60250,3991;60282,7502;21827,2510;67,0000;63,4889;61,3875;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1611,0000;1219,0000;6,1000;104,4181;8,5079;119,0259;31028,2937;365498,6389;28229,6372;0,1697;0,3648;0,4603;48,8644;46,8937;43,5095;0,0000;0,2026;0,2239;12,2107;14,1050;2,1684;8967242,1387;516001,8057;6078257,4605;469460,0328;1434062,8070;80492,2730;74679,6110;16539,8617;1,8221;328,0000;2007,0000;14,0000;7,0000;1,0000;8801587,9096;1,0000;0,1936;6,0000;18,0000;15,0000;7,0000;4,0000;0,4910;1,0000;0,9661;0,2221;0,8051;50,0000;4,3153;63,9167;0,6724;0,0000;0,0534;0,0402;0,0442;0,0892;0,1007;1,0000;84590,3681;58210,7874;55179,4577;62,7778;69,0513;60,3590;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1647,0000;1777,0000;4,7252;122,3267;16,9068;143,9586;24304,6000;418037,1456;18418,3099;0,2490;0,4405;0,5828;49,6054;42,7563;46,6676;0,0000;0,3065;0,4587;12,4933;10,2090;3,4707;10374283,2169;431495,0629;7421680,0292;326992,0004;1867124,1241;77571,3142;73256,5805;16648,3790;1,9303;337,0000;2007,0000;5,0000;8,0000;1,0000;10596200,1400;2,0000;0,3022;3,0000;13,0000;9,0000;4,0000;4,0000;0,3769;1,0000;0,9356;0,2376;0,8219;33,0000;2,6524;66,6696;0,8075;0,0000;0,0181;0,0150;0,0392;0,0461;0,0741;1,0000;91318,2889;60670,9975;19340,8526;64,1818;66,0278;68,1111;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1675,0000;1467,0000;9,6716;152,7791;21,2429;183,6936;42235,7596;528203,2074;21150,2342;0,2686;0,4160;0,4832;51,9636;46,2618;47,7383;0,0830;0,1856;0,3989;13,6751;11,4158;3,0086;12841588,6666;704332,6524;8808430,8006;352705,8748;2623413,4641;78354,7522;75733,7712;17161,3534;1,4347;343,0000;2007,0000;10,0000;7,0000;7,0000;12747968,0966;5,0000;0,1949;3,0000;12,0000;6,0000;4,0000;2,0000;0,9688;1,0000;0,9081;0,0673;0,7948;27,0000;18,4447;62,0986;0,0877;0,0123;0,0500;0,1577;0,4613;0,1625;0,0685;1,0000;72824,7069;57654,6962;16603,4598;62,5135;61,0313;62,1944;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1711,0000;2159,0000;15,8000;144,5150;28,9211;189,2361;71353,1800;472475,0655;27598,8999;0,1861;0,3414;0,5270;50,8923;44,5093;47,0995;0,0458;0,2617;0,3780;14,7810;12,5584;3,0901;15410087,3205;1553173,9562;10284558,6779;600756,5811;2370841,5242;82437,6443;75800,1749;16802,7336;1,7613;349,0000;2007,0000;6,0000;7,0000;6,0000;15482142,9933;2,0000;0,2717;4,0000;12,0000;13,0000;7,0000;1,0000;0,0000;1,0000;0,9615;0,5521;0,8497;37,0000;0,0006;64,1616;0,8718;0,0005;0,0076;0,0036;0,0273;0,0322;0,0570;1,0000;98302,1491;71166,0290;20772,2590;64,4767;64,7692;63,1833;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1765,0000;3861,0000;25,0947;313,1004;26,8619;365,0570;110646,0162;1036600,8401;28026,0063;0,1120;0,3918;0,4809;51,5499;44,8621;41,1330;0,0518;0,2138;0,3334;20,3659;13,0534;2,5492;25560906,7325;1999888,4597;18736201,5272;506560,3668;3811696,0120;75483,6210;72761,6682;16051,7808;1,5965;360,0000;2007,0000;13,0000;7,0000;2,0000;26007211,1466;6,0000;0,2070;4,0000;8,0000;8,0000;8,0000;2,0000;0,9447;0,0000;0,9526;0,2799;0,8255;30,0000;4,5732;62,8477;0,6427;0,0014;0,0385;0,0505;0,1194;0,0771;0,0705;1,0000;79693,5078;59840,8822;18857,9814;60,7486;65,4337;64,7209;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1807,0000;2529,0000;6,5563;207,8771;23,8617;238,2951;35096,9030;712963,5219;24601,4344;0,2162;0,3457;0,7538;51,1611;46,3852;49,5192;0,0483;0,1999;0,5640;22,3010;13,5495;2,6621;17341477,5377;612476,6205;12441937,9221;429320,0287;3428422,9377;78776,2512;72907,6187;16261,1993;1,8077;367,0000;2007,0000;9,0000;7,0000;1,0000;18380058,2315;1,0000;0,2188;8,0000;17,0000;10,0000;5,0000;7,0000;0,0566;1,0000;0,9494;0,9370;0,8587;47,0000;0,0386;64,2727;0,8359;0,0023;0,0084;0,0137;0,0137;0,0361;0,0900;1,0000;93418,1979;59852,3677;17992,0209;63,7353;63,7838;65,3878;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
