Obs;LEERLAANT_TOTAAL;FTE_1;FTE_2;FTE_34;FTE_TOTAAL;FTE_BEDRAG_1;FTE_BEDRAG_2;FTE_BEDRAG_34;GEWPERC_VROUW_1;GEWPERC_VROUW_2;GEWPERC_VROUW_34;GEWGEM_LEEFTIJD_1;GEWGEM_LEEFTIJD_2;GEWGEM_LEEFTIJD_34;GEWPERC_DEELTIJD_1;GEWPERC_DEELTIJD_2;GEWPERC_DEELTIJD_34;GEWGEM_ERVARING_1;GEWGEM_ERVARING_2;GEWGEM_ERVARING_34;TOTALE_KOSTEN;KOST_DIRECTIE_JAAR;KOST_ONDERWIJZEND_JAAR;KOST_ONDERSTEUNING_JAAR;MAT_KOSTEN2;WMAN;WOP;WOND;PIG;ID_NUMMER;JAAR;REGIO;CATEGORIE;AANTALBRINSPERBG;TOT_LASTEN;AANTALVESTIGINGENPERBRIN;PERC_DEELTIJD;INNOV1;INNOV2;INNOV3;INNOV4;INNOV5;PERC_STED;TRADITIONEELBELEID;SLAGINGSPERCENTAGE;CONCURRENTIE;AGGR_RENDEMENT;INNOV_TOTAAL;APCG;CE;AANDEEL_AUTOCHTOON;AANDEEL_ONBEKEND;AANDEEL_NIETWESTALLOCHANTIL;AANDEEL_NIETWESTALLOCHSURINAAMS;AANDEEL_NIETWESTALLOCHTURKS;AANDEEL_OVERIGNIETWESTALLOCHTOON;AANDEEL_WESTERSALLOCHTOON;AANDEEL_OPGETELD;KOST111;KOST222;KOST333444;CE_VMBO;CE_HAVO;CE_VWO;DRBA1;DRBA2;DRBA3;DRBA4;DRBA5;DRBA6;DRBA7;DRBA8;DRBA9;DRBA10;DRBA11;DRBA12;DRBA13;DRBA14;DRBA15;DRBA16;DRBA17;DRBA18;JAAR_mean;N_BREAK
455,0000;965,0000;4,8124;71,0278;18,0024;93,8425;21496,9507;250436,7230;16030,8556;0,5065;0,4262;0,4800;54,5623;43,7256;47,8973;0,0000;0,3395;0,3283;15,4956;12,5400;3,0381;6728784,7363;392231,2751;4569444,1252;292497,4351;1182114,4657;78354,7522;75733,7712;17161,3534;1,6628;83,0000;2007,0000;10,0000;9,0000;3,0000;6643569,8457;1,0000;0,3019;10,0000;18,0000;16,0000;10,0000;4,0000;0,9688;1,0000;0,8798;0,0673;0,8325;58,0000;2,6524;64,3423;0,6112;0,0064;0,0256;0,0771;0,0387;0,0928;0,1482;1,0000;81504,6052;64333,2158;16247,7140;#NULL!;67,0000;62,4615;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
503,0000;667,0000;3,0000;35,4976;8,9144;47,4120;14249,4807;125836,4145;9641,0234;0,3421;0,5052;0,1657;48,8299;44,0750;44,7771;0,0000;0,3537;0,4256;17,2636;11,0139;2,6785;4085150,4155;298516,8668;2636186,7478;201972,8401;746501,1207;83087,6455;78046,4358;17866,7317;1,8808;91,0000;2007,0000;12,0000;10,0000;1,0000;4167903,1311;1,0000;0,2912;9,0000;15,0000;17,0000;7,0000;4,0000;0,9103;1,0000;0,9863;0,0211;0,9434;52,0000;2,6524;66,8269;0,6775;0,0041;0,0174;0,0240;0,0263;0,0654;0,1853;1,0000;99505,6223;74263,8023;22656,9192;#NULL!;#NULL!;66,8269;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
521,0000;4169,0000;13,0095;317,3342;26,3868;356,7306;67379,2803;1025303,0530;27471,0893;0,0000;0,2513;0,3576;52,2092;39,0454;41,4073;0,0043;0,2127;0,2981;17,3662;8,4500;2,8644;26284463,3079;1190476,1226;18115343,4407;485366,9518;6007909,8409;82403,4767;74814,4024;16832,3656;1,6979;94,0000;2007,0000;11,0000;6,0000;1,0000;26984703,7627;4,0000;0,2037;3,0000;12,0000;12,0000;4,0000;4,0000;0,7908;1,0000;0,9519;0,1409;0,9050;35,0000;0,4348;66,3195;0,9269;0,0021;0,0065;0,0016;0,0052;0,0344;0,0234;1,0000;91507,9719;57086,0047;18394,2874;65,6871;65,0392;69,5577;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
527,0000;1816,0000;4,0000;127,1400;31,2309;162,3709;18281,7999;439096,4037;36838,8956;0,0000;0,4104;0,5022;53,5333;45,3666;45,0845;0,0000;0,2676;0,2514;19,6536;12,3654;3,9711;13074286,6596;371493,4148;8922612,8352;748580,9495;2283018,5107;80333,4871;74189,0774;16926,4604;1,7495;95,0000;2007,0000;3,0000;7,0000;1,0000;13111441,0998;1,0000;0,2418;10,0000;14,0000;12,0000;7,0000;5,0000;0,2716;0,0000;0,9452;0,1553;0,8393;48,0000;2,0681;65,2313;0,8163;0,0007;0,0161;0,0252;0,0080;0,0682;0,0654;1,0000;92873,3537;70179,4308;23969,2404;63,5439;64,9268;67,4490;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
683,0000;2124,0000;8,7000;130,3482;14,8662;153,9144;41328,3236;443854,7035;15529,1820;0,0000;0,4261;0,5400;55,7763;44,0265;52,3397;0,0161;0,2348;0,5229;23,2131;12,3375;3,3163;11943469,8575;793317,4971;8520009,3257;298090,2851;2033962,4645;75221,5403;74207,4852;16237,7614;1,8265;126,0000;2007,0000;16,0000;7,0000;31,0000;12211958,3601;2,0000;0,2433;3,0000;10,0000;12,0000;6,0000;7,0000;0,1410;0,0000;0,9432;0,3962;0,8436;38,0000;0,1045;61,4773;0,8398;0,0013;0,0026;0,0238;0,0181;0,0390;0,0755;1,0000;91185,9192;65363,4598;20051,5455;62,6552;61,3913;60,9474;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;2004,5000;6,0000
719,0000;875,0000;4,2141;57,8894;7,8694;69,9729;19458,7642;215768,4223;8173,5098;0,0000;0,4077;0,2283;53,3667;44,4790;53,2082;0,0000;0,3221;0,1457;17,1167;11,4423;2,3447;5204348,7820;345782,6791;3834209,7300;145243,4529;733869,4672;82437,6443;75800,1749;16802,7336;1,7720;132,0000;2007,0000;6,0000;8,0000;1,0000;5136850,0634;1,0000;0,2990;0,0000;14,0000;14,0000;9,0000;3,0000;0,0000;1,0000;0,9290;0,3161;0,8472;40,0000;2,6524;62,0421;0,8180;0,0000;0,0145;0,0000;0,0428;0,0607;0,0639;1,0000;82054,0656;66233,3495;18456,6592;61,4167;62,4500;61,8372;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
761,0000;1550,0000;6,8000;94,9975;23,9950;125,7925;31542,8695;320186,5538;26344,1631;0,0787;0,4298;0,3752;54,7602;44,5595;45,4395;0,0000;0,4212;0,4412;22,4809;12,1344;2,4223;9875410,6268;626972,1440;6364292,5726;523638,3592;1836869,1917;78424,9292;74204,4333;17063,2872;1,5699;139,0000;2007,0000;8,0000;8,0000;2,0000;9802699,2898;2,0000;0,3835;2,0000;9,0000;8,0000;4,0000;1,0000;0,8790;1,0000;0,9455;0,3194;0,8040;24,0000;2,6524;62,8800;0,8222;0,0000;0,0202;0,0165;0,0110;0,0471;0,0829;1,0000;92201,7859;66994,3164;21822,8114;64,3333;61,0000;64,0833;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
767,0000;1336,0000;4,3143;80,9577;18,0548;103,3269;14249,4807;270815,8986;18379,5343;0,2877;0,4780;0,5731;50,9649;41,5419;46,1435;0,0000;0,3635;0,4465;18,9018;8,8565;3,7325;8094390,3480;261866,5815;4976857,4071;337765,6995;2180134,9603;78354,7522;75733,7712;17161,3534;1,7899;140,0000;2007,0000;10,0000;10,0000;1,0000;8433049,8861;1,0000;0,3424;2,0000;19,0000;18,0000;9,0000;6,0000;0,5800;1,0000;0,9946;0,3910;0,9229;54,0000;2,6524;69,2623;0,7982;0,0058;0,0232;0,0174;0,0174;0,0359;0,1021;1,0000;60696,9226;61474,7610;18707,7704;#NULL!;#NULL!;69,2623;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
785,0000;1476,0000;4,1110;100,0149;23,3130;127,4389;19570,6875;341586,0091;21059,4928;0,0500;0,4121;0,5838;51,9167;42,5733;49,9835;0,0000;0,3278;0,4695;11,0167;9,1413;3,3407;8846918,6689;383511,3495;6693791,9960;412686,2944;944242,7345;77571,3142;73256,5805;16648,3790;1,9863;143,0000;2007,0000;5,0000;8,0000;1,0000;8700708,4084;1,0000;0,2987;2,0000;9,0000;7,0000;3,0000;1,0000;0,4578;1,0000;0,9364;0,0930;0,7615;22,0000;2,6524;65,4755;0,8115;0,0000;0,0133;0,0145;0,0383;0,0491;0,0733;1,0000;93288,5949;66927,9719;17701,9698;64,5833;64,7143;66,3382;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
815,0000;2021,0000;19,3496;171,4660;23,1312;213,9468;90310,3351;584927,6341;21976,9829;0,2573;0,4597;0,5178;49,9537;44,1056;47,0439;0,0421;0,2256;0,4321;16,5285;12,2523;4,3493;14817372,3445;1579612,1327;10230930,7867;384397,9627;2238033,4996;80333,4871;74189,0774;16926,4604;1,5659;148,0000;2007,0000;3,0000;6,0000;1,0000;14939766,9702;3,0000;0,2287;6,0000;20,0000;11,0000;6,0000;8,0000;0,2109;1,0000;0,9571;0,3678;0,8091;51,0000;0,0010;62,5291;0,8584;0,0012;0,0092;0,0131;0,0017;0,0519;0,0647;1,0000;81635,2342;59667,4041;16618,1817;61,9167;65,1522;61,2128;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
887,0000;2900,0000;4,6911;246,0267;40,3222;291,0400;36533,0000;841802,8046;42596,3885;0,0000;0,3059;0,5657;55,7560;45,1864;44,4076;0,0000;0,2157;0,6031;20,6448;13,3662;3,3860;22055780,3398;642662,1081;14808385,9810;749324,8518;5106082,5471;81272,5159;75963,1277;17742,6778;1,7510;162,0000;2007,0000;4,0000;6,0000;1,0000;22130171,9829;3,0000;0,2350;9,0000;16,0000;18,0000;12,0000;10,0000;0,0000;0,0000;0,9838;0,2774;0,8820;65,0000;0,0183;64,4233;0,8824;0,0052;0,0052;0,0105;0,0327;0,0309;0,0331;1,0000;136996,9669;60190,1600;18583,4278;63,2231;66,2553;65,6809;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
893,0000;1229,0000;7,2314;78,2573;11,2833;96,7720;36787,2943;284889,2125;10311,9080;0,0000;0,3251;0,6705;52,5356;42,7294;46,3590;0,0000;0,1535;0,6163;21,2767;11,1668;3,1608;7190971,6692;636141,5193;4926425,2787;178317,8943;1271769,0826;76896,9881;75031,0540;16396,1541;1,9020;164,0000;2007,0000;15,0000;8,0000;1,0000;7124771,3696;1,0000;0,1785;5,0000;12,0000;9,0000;8,0000;1,0000;0,0000;1,0000;0,9885;0,3771;0,9347;35,0000;2,6524;65,3860;0,9195;0,0000;0,0059;0,0044;0,0027;0,0308;0,0368;1,0000;87969,6498;62951,6122;15803,7224;64,6923;63,8364;67,4348;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
905,0000;2014,0000;7,1625;146,2727;34,6461;188,0812;33482,6395;471081,2530;33372,0911;0,1116;0,4159;0,4236;51,4879;44,7754;43,6484;0,1203;0,2104;0,2219;14,4751;12,8615;2,5044;13936291,8230;696066,0078;9793243,6618;693767,8326;2059446,4882;74944,8176;68029,2875;14653,0916;1,7199;166,0000;2007,0000;18,0000;7,0000;17,0000;13780250,5613;3,0000;0,2090;7,0000;10,0000;13,0000;8,0000;5,0000;0,3184;0,0000;0,9691;0,4125;0,9164;43,0000;0,0010;63,9562;0,8358;0,0072;0,0245;0,0139;0,0155;0,0318;0,0713;1,0000;97181,9906;66951,9603;20024,4424;63,9455;64,7714;63,3617;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;2004,5000;6,0000
917,0000;3006,0000;11,0532;226,2314;49,2855;286,5701;57943,9907;745000,1244;52656,4945;0,0030;0,1539;0,6485;50,5311;39,3750;33,0950;0,0030;0,1412;0,2372;18,2540;10,1693;2,5842;21134048,2986;1113008,1511;14310219,2555;1011444,1009;3687932,6903;80492,2730;74679,6110;16539,8617;1,9010;169,0000;2007,0000;14,0000;6,0000;1,0000;21767249,8099;4,0000;0,1373;5,0000;12,0000;12,0000;9,0000;7,0000;0,3171;1,0000;0,9842;0,2732;0,9199;45,0000;0,3574;66,3225;0,9569;0,0003;0,0000;0,0118;0,0000;0,0099;0,0210;1,0000;100695,5966;63254,7880;20522,1418;66,5050;65,5200;66,3818;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
923,0000;2334,0000;5,5907;231,1505;47,1433;283,8846;25158,2127;772920,3356;45967,1365;0,0000;0,4065;0,5867;44,5160;43,7003;43,7287;0,0695;0,1660;0,2352;19,0328;11,9125;2,5490;17422650,2998;416089,9494;12783276,2871;760247,3099;2702789,4436;77533,9341;75312,3874;16873,4239;1,7240;170,0000;2007,0000;17,0000;6,0000;1,0000;17895621,5328;1,0000;0,1862;7,0000;21,0000;23,0000;11,0000;8,0000;0,0000;1,0000;0,9808;0,5247;0,8614;70,0000;0,0000;65,7264;0,8652;0,0025;0,0110;0,0109;0,0000;0,0515;0,0590;1,0000;74425,1906;55302,8165;16126,3066;65,3125;67,5000;65,0222;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;2004,5000;6,0000
935,0000;1465,0000;4,7462;117,2674;15,1344;137,1480;28885,8297;403175,9412;11927,8078;0,0233;0,1965;0,7017;53,2205;44,4573;42,1520;0,0233;0,1475;0,5845;24,2827;11,9462;3,0053;10975575,8409;508295,1389;7094564,1231;209889,9966;2952936,5856;80492,2730;74679,6110;16539,8617;1,9367;172,0000;2007,0000;14,0000;6,0000;1,0000;10911332,0947;1,0000;0,1781;4,0000;18,0000;14,0000;6,0000;7,0000;0,0405;1,0000;0,9771;1,1241;0,8940;49,0000;0,0008;65,2955;0,9094;0,0000;0,0098;0,0095;0,0007;0,0356;0,0350;1,0000;107094,9448;60499,0256;13868,4127;67,2917;63,9091;64,4250;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
941,0000;2533,0000;19,9631;208,0228;51,5886;279,5745;100415,7484;690929,1489;53774,7100;0,0659;0,4499;0,5264;49,5082;40,5930;44,8591;0,0000;0,2472;0,3460;17,2715;9,7864;2,5703;20836722,9133;1990503,2116;13696025,8948;1065955,6365;3018282,5339;82437,6443;75800,1749;16802,7336;1,7845;173,0000;2007,0000;6,0000;7,0000;8,0000;20501779,9508;1,0000;0,2568;10,0000;21,0000;15,0000;11,0000;6,0000;0,1898;0,0000;0,9649;0,3905;0,8409;63,0000;0,0403;64,1013;0,8123;0,0014;0,0034;0,0359;0,0297;0,0589;0,0584;1,0000;99709,0248;65839,0675;20662,6083;63,0351;63,3111;65,8214;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
947,0000;1584,0000;4,0842;116,2614;25,1488;145,4944;13686,8550;391085,9232;24044,7231;0,0000;0,3049;0,7468;51,9333;45,3821;46,9349;0,0000;0,2378;0,6201;12,6333;10,0136;2,9413;10268956,0183;256755,3886;7336485,8602;451061,4177;1773591,9340;78354,7522;75733,7712;17161,3534;1,7323;174,0000;2007,0000;10,0000;7,0000;5,0000;10195362,6164;1,0000;0,2526;9,0000;10,0000;15,0000;4,0000;3,0000;0,4930;1,0000;0,9176;0,0723;0,8637;41,0000;0,0338;64,4559;0,7071;0,0000;0,0371;0,0575;0,0362;0,0740;0,0880;1,0000;62864,9824;63103,3896;17935,6998;66,1277;62,4783;64,7442;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
959,0000;1343,0000;7,9917;99,9070;29,7953;137,6939;39045,8588;344490,7264;30758,5977;0,0000;0,3235;0,5251;55,3836;46,2249;42,8067;0,0347;0,1485;0,3096;19,0351;15,6294;2,9279;10741984,6146;824855,2048;7277467,5019;649784,3859;1340093,1360;74944,8176;68029,2875;14653,0916;1,7812;177,0000;2007,0000;18,0000;7,0000;5,0000;10367230,5250;1,0000;0,1831;8,0000;12,0000;11,0000;7,0000;3,0000;0,4061;1,0000;0,9784;0,3687;0,7562;41,0000;2,6524;66,9135;0,7876;0,0018;0,0206;0,0219;0,0224;0,0430;0,1027;1,0000;103214,6309;72842,3826;21808,3213;66,5455;68,2308;66,0370;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;2004,5000;6,0000
965,0000;976,0000;4,1787;66,1951;16,8178;87,1916;5277,7725;236401,6826;15063,8931;0,4549;0,4503;0,6518;55,7012;43,3708;40,1942;0,1280;0,2865;0,6968;19,9121;14,7791;3,2819;5981394,2428;98554,4441;4414444,9984;281295,4909;905803,8185;80333,4871;74189,0774;16926,4604;1,8274;178,0000;2007,0000;3,0000;8,0000;1,0000;5876182,1249;1,0000;0,3304;3,0000;6,0000;8,0000;1,0000;1,0000;0,2693;1,0000;0,8827;0,3217;0,7485;19,0000;2,6524;62,3000;0,8749;0,0000;0,0171;0,0128;0,0021;0,0352;0,0580;1,0000;23584,9618;66688,3842;16726,0670;60,1538;61,6538;63,2462;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
971,0000;2835,0000;11,0000;188,1590;55,6835;254,8425;54799,0000;643916,0667;59978,4517;0,1508;0,3825;0,3955;53,9119;46,3797;38,5564;0,0070;0,1583;0,3079;20,3145;13,4614;2,0716;20203297,2033;1018519,8832;11968125,6401;1114787,5979;4987076,4842;80492,2730;74679,6110;16539,8617;1,9175;179,0000;2007,0000;14,0000;7,0000;1,0000;20066465,1269;3,0000;0,1602;6,0000;14,0000;13,0000;3,0000;3,0000;0,5346;1,0000;0,9215;0,4231;0,8253;39,0000;2,7059;64,2189;0,8072;0,0072;0,0231;0,0324;0,0273;0,0392;0,0636;1,0000;92592,7167;63606,4480;20020,0705;63,6803;62,2549;66,9833;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
977,0000;1985,0000;5,4688;148,2639;24,4479;178,1806;31744,1496;504615,9569;23865,3567;0,0000;0,4837;0,7181;54,2000;43,2368;42,1493;0,0000;0,2815;0,3728;24,6000;11,9773;2,7538;12713509,7717;552457,2389;8782050,9286;415339,1809;2548323,2424;82403,4767;74814,4024;16832,3656;1,7664;180,0000;2007,0000;11,0000;7,0000;1,0000;12915718,8486;2,0000;0,2865;10,0000;21,0000;18,0000;10,0000;6,0000;0,7938;1,0000;0,9564;0,2813;0,8702;65,0000;0,0003;64,8611;0,7844;0,0007;0,0126;0,0247;0,0082;0,0547;0,1146;1,0000;101019,9779;59232,5685;16988,7330;64,9184;64,4884;65,1154;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1007,0000;815,0000;7,1505;77,5244;14,9553;99,6302;33735,4797;248187,2649;15018,7012;0,0000;0,3870;0,4571;55,0927;46,0347;45,3089;0,0000;0,1963;0,3949;23,1008;11,8303;2,3155;6304851,6595;567038,8131;4171626,2281;252440,0595;1061306,4993;75221,5403;74207,4852;16237,7614;1,7375;189,0000;2007,0000;16,0000;4,0000;2,0000;6420307,6559;1,0000;0,2137;3,0000;19,0000;20,0000;14,0000;5,0000;0,2297;1,0000;0,9909;0,6666;0,9320;61,0000;2,6524;61,7195;0,7153;0,0024;0,0244;0,0571;0,0575;0,0781;0,0653;1,0000;79300,9707;53810,4930;16879,6000;61,7195;#NULL!;#NULL!;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;2004,5000;6,0000
1019,0000;988,0000;4,2171;84,2494;20,8630;109,3295;16206,0444;287160,2363;19250,6794;0,1690;0,2786;0,3730;55,0714;47,3871;46,5046;0,0000;0,1324;0,3450;25,2833;15,1040;2,4410;7541912,9313;313669,5511;5558014,0462;372598,7548;925031,8244;76896,9881;75031,0540;16396,1541;1,6319;191,0000;2007,0000;15,0000;4,0000;31,0000;7427758,0714;2,0000;0,1912;4,0000;19,0000;12,0000;8,0000;3,0000;0,5137;0,0000;1,0000;0,2464;0,9777;46,0000;2,6524;62,6102;0,7553;0,0043;0,0105;0,0135;0,0594;0,0835;0,0735;1,0000;74381,0536;65970,9300;17859,3125;62,6102;#NULL!;#NULL!;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1031,0000;4983,0000;30,1891;384,5840;43,1716;457,9447;144215,7528;1319796,5906;46511,0067;0,0980;0,3802;0,4187;48,5323;45,0787;43,1908;0,0000;0,2418;0,3753;14,0504;12,6440;3,1201;33985021,9197;2620644,1538;23982936,3490;845183,6593;5691074,0983;81272,5159;75963,1277;17742,6778;1,7226;193,0000;2007,0000;4,0000;6,0000;14,0000;34467244,6179;6,0000;0,2292;5,0000;20,0000;16,0000;11,0000;7,0000;0,3278;1,0000;0,9807;0,3183;0,8665;59,0000;0,8648;64,6964;0,8462;0,0069;0,0089;0,0084;0,0428;0,0317;0,0552;1,0000;86807,5244;62360,7294;19577,3057;63,8496;66,7447;63,6875;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1043,0000;2609,0000;12,3367;207,2457;13,2493;232,8317;66964,3946;704062,1599;13506,3039;0,2784;0,3322;0,2814;52,6558;46,9057;27,8497;0,0085;0,2204;0,1657;26,1815;15,3789;2,2262;17622917,2067;1169115,2858;12292052,1865;235803,3160;3690143,1024;81272,5159;75963,1277;17742,6778;1,8966;196,0000;2007,0000;4,0000;7,0000;1,0000;18090153,7920;3,0000;0,2138;2,0000;15,0000;16,0000;5,0000;5,0000;0,1191;1,0000;0,9495;0,4107;0,8349;43,0000;0,0016;65,1942;0,8503;0,0026;0,0086;0,0029;0,0444;0,0393;0,0520;1,0000;94767,1558;59311,5043;17797,4149;65,7358;64,6383;64,6038;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1067,0000;2626,0000;7,3542;187,7073;44,0238;239,0853;36381,4526;669700,9643;41673,0292;0,2143;0,4710;0,5952;51,4857;46,3905;43,5954;0,0000;0,2011;0,4041;21,1286;15,4627;2,8671;20448657,4033;776254,1762;14289098,7754;889158,0900;3604988,2716;80492,2730;74679,6110;16539,8617;2,2556;201,0000;2007,0000;14,0000;7,0000;1,0000;20068080,2881;2,0000;0,2176;11,0000;20,0000;21,0000;10,0000;7,0000;0,3171;1,0000;0,9667;0,2732;0,8168;69,0000;1,5225;64,4551;0,8072;0,0000;0,0141;0,0203;0,0199;0,0554;0,0831;1,0000;105551,8439;76124,3772;20197,2192;64,6346;64,3404;64,3860;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1115,0000;2879,0000;21,2937;189,5680;28,4641;239,3258;105930,6041;642301,1823;31138,3495;0,1508;0,3333;0,3168;53,1108;45,4821;23,1406;0,0043;0,1985;0,2541;19,7862;14,3266;1,9136;19148593,7889;2050950,3530;12435762,5227;602877,7943;3456125,3246;76896,9881;75031,0540;16396,1541;1,6892;211,0000;2007,0000;15,0000;6,0000;1,0000;19172526,3789;2,0000;0,2180;12,0000;18,0000;20,0000;9,0000;3,0000;0,0000;1,0000;0,9366;0,3409;0,7696;62,0000;0,2731;64,2679;0,8552;0,0000;0,0084;0,0232;0,0219;0,0416;0,0496;1,0000;96317,1990;65600,5367;21180,3193;64,5641;65,1951;62,8431;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
1169,0000;1407,0000;5,0000;84,6964;24,9218;114,6182;22634,0636;294269,9921;23439,9381;0,0857;0,3160;0,6748;50,3429;46,8526;44,1316;0,0000;0,2868;0,1851;15,5250;13,6945;1,7676;11287744,8564;575434,2739;7481336,2090;595922,3247;2039129,7242;77571,3142;73256,5805;16648,3790;2,3610;229,0000;2007,0000;5,0000;8,0000;2,0000;11087986,4867;1,0000;0,2892;4,0000;17,0000;14,0000;6,0000;5,0000;0,5623;1,0000;0,9484;0,1286;0,8077;46,0000;2,6524;63,7615;0,8733;0,0000;0,0178;0,0052;0,0238;0,0333;0,0465;1,0000;115086,8548;88331,2449;23911,6887;#NULL!;#NULL!;#NULL!;0,0000;0,0000;0,0000;0,0000;1,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;2004,5000;6,0000
