iter	RMSE
0	0.07678027494
1	0.0761580844
2	0.07555581538
3	0.07501240517
4	0.074469613
5	0.07391396322
6	0.07335763089
7	0.07280399201
8	0.07224701471
9	0.07172056424
10	0.07122260634
11	0.07075274271
12	0.07028738735
13	0.06981280305
14	0.06935776158
15	0.06890375163
16	0.06848567749
17	0.06808916791
18	0.06769970475
19	0.06729680657
20	0.06688716416
21	0.0665133231
22	0.0661894794
23	0.06582818628
24	0.06547961533
25	0.06512183651
26	0.06480681346
27	0.06448695686
28	0.06416692237
29	0.06388146114
30	0.06358285245
31	0.06333542221
32	0.06305175755
33	0.06278598616
34	0.06251568255
35	0.06226762045
36	0.06200153543
37	0.06173859062
38	0.06149758728
39	0.06129632129
40	0.06111964311
41	0.06090994505
42	0.06071107369
43	0.06049839288
44	0.06029712742
45	0.06011874929
46	0.05994230807
47	0.05974997357
48	0.05959214095
49	0.05940445515
50	0.05922441882
51	0.05906854553
52	0.05889984593
53	0.05877521554
54	0.05862535747
55	0.0584826779
56	0.05833912996
57	0.05821141015
58	0.05805335343
59	0.0579051902
60	0.05777833906
61	0.05765628534
62	0.05754595548
63	0.05740011319
64	0.05728226334
65	0.05715424221
66	0.05704932364
67	0.05695548816
68	0.05685453486
69	0.05676960288
70	0.05665891495
71	0.05653833277
72	0.05645133538
73	0.0563375658
74	0.05623288679
75	0.05614915644
76	0.05607600437
77	0.05599756621
78	0.05591734211
79	0.0558368758
80	0.05573061655
81	0.05564185056
82	0.05556589343
83	0.05549809421
84	0.05542585599
85	0.05533655616
86	0.05526278009
87	0.05521096641
88	0.05514052303
89	0.05505942926
90	0.0549831257
91	0.05493214119
92	0.05486833583
93	0.05480137768
94	0.05473210615
95	0.0546673868
96	0.05459968604
97	0.05453611966
98	0.05446396052
99	0.05439641944
100	0.05433365117
101	0.05427771053
102	0.05422521958
103	0.05415860735
104	0.05409607281
105	0.054038878
106	0.05398345776
107	0.05390797159
108	0.05383781683
109	0.05378985117
110	0.05373915791
111	0.05368717532
112	0.05362734297
113	0.0535825294
114	0.05352894294
115	0.05347895035
116	0.0534264977
117	0.05336916041
118	0.05332104808
119	0.05326111261
120	0.05321296099
121	0.05315402464
122	0.05310064531
123	0.05306270644
124	0.05300987779
125	0.05296579285
126	0.05292023558
127	0.05288566788
128	0.05283437382
129	0.05280347494
130	0.05276584843
131	0.05271888405
132	0.05268215931
133	0.05262909755
134	0.05258634324
135	0.05254917454
136	0.05250455361
137	0.05245950114
138	0.05242234651
139	0.05237216585
140	0.05232863627
141	0.052295077
142	0.05225337988
143	0.05222330977
144	0.05219179376
145	0.05214802417
146	0.05211029761
147	0.05207743286
148	0.0520472149
149	0.05200563376
150	0.05196108501
151	0.05191532
152	0.05187007189
153	0.05182928114
154	0.05179916081
155	0.05176926213
156	0.051741702
157	0.05171090486
158	0.05167334815
159	0.05166244882
160	0.05163452199
161	0.05160582463
162	0.05155217308
163	0.05151583909
164	0.05148683735
165	0.05144723576
166	0.05141218358
167	0.05138148176
168	0.05135435009
169	0.05132261561
170	0.0512943295
171	0.05125061861
172	0.05121522154
173	0.05118913701
174	0.05115336774
175	0.051127331
176	0.05110294284
177	0.05106297157
178	0.05103091569
179	0.05099333621
180	0.05097567096
181	0.05094432211
182	0.05092137474
183	0.05089737219
184	0.05087975207
185	0.05085590799
186	0.0508275105
187	0.05080378382
188	0.05078040227
189	0.05075459407
190	0.05073095593
191	0.05070259624
192	0.05067609686
193	0.0506419528
194	0.05061467107
195	0.05058975577
196	0.05055958207
197	0.05053539069
198	0.05051290305
199	0.05048827378
200	0.05046068925
201	0.0504385142
202	0.05042653138
203	0.05040491216
204	0.05037297655
205	0.05035147493
206	0.05032421915
207	0.05029918876
208	0.05027762025
209	0.05025688194
210	0.05023979991
211	0.0502144923
212	0.05019674991
213	0.0501702681
214	0.05014457713
215	0.0501244292
216	0.05010686077
217	0.05007990637
218	0.05006016575
219	0.05003747401
220	0.05002164825
221	0.05000104373
222	0.04996588132
223	0.04994256601
224	0.04992230237
225	0.04990809508
226	0.04988947471
227	0.04987141497
228	0.04984261532
229	0.04982173088
230	0.04979343052
231	0.04977619453
232	0.049750655
233	0.04973617339
234	0.04972239675
235	0.04970267651
236	0.04969218719
237	0.04967179265
238	0.04965310365
239	0.04963761025
240	0.0496232904
241	0.04960586321
242	0.04958861521
243	0.04957472622
244	0.04955583604
245	0.04953447389
246	0.0495088571
247	0.04948795646
248	0.04947475117
249	0.04946084319
250	0.04943139447
251	0.04941766688
252	0.04940553858
253	0.04938759249
254	0.04938068604
255	0.04935160035
256	0.04933918754
257	0.04932162579
258	0.04930676427
259	0.04929248398
260	0.04927933905
261	0.04926501159
262	0.04925395387
263	0.04923649947
264	0.04921565867
265	0.04919305275
266	0.0491710447
267	0.04915733024
268	0.04913817876
269	0.04910237346
270	0.04908588584
271	0.04906900193
272	0.0490487484
273	0.04903013974
274	0.04900585383
275	0.0489941735
276	0.04897814332
277	0.04896808922
278	0.0489458126
279	0.0489254141
280	0.04891334221
281	0.04890323319
282	0.04888648097
283	0.04888043528
284	0.04886913239
285	0.04884163947
286	0.04882565765
287	0.04880943099
288	0.04879884795
289	0.04878508104
290	0.04876967865
291	0.04875709084
292	0.04874258835
293	0.0487306594
294	0.04872041499
295	0.04870660733
296	0.04869634461
297	0.0486802908
298	0.04866667812
299	0.04865251215
300	0.0486307682
301	0.04861973939
302	0.0486025583
303	0.04858557946
304	0.04857154439
305	0.0485590311
